id,review,label
Robin Hong,"왜 이런곳에 가는지 이해가 안감.멋진 바다 풍경도 아닌 그냥 그런 바다, 제주에서 이렇게 멋없는 바다도 드물텐데..그저 유명 딴따라가 한다는 이유로 가기엔...해안도로를 가다보면 한적하고도 멋진 곳이 수두룩한데..",0
조빈,오너가 애초부터 G.D이름 빌려서 장사한다고 하는사람도 있고 지디가 운영하다가 팔았다는 소문도 있지만 암튼 지디카페 아닌데도 지디카페라고 홍보하고 다니고 중국인들은 지디카페인줄알고 맨날옴  몽상 바로 옆 베이커리카페 오픈했고 사장은 또 연예인 매니저 출신이라 연예인 인맥빌려서 장사함 ㅋㅋㅋ 어디가서 책임자들 뽑았는데 디저트 커피 등 맛 1도 없고 다른가게 장사잘되니 주차요원 뽑아서 몽상손님 아니면 차 유턴시켜서 나가게 함 ㅋㅋㅋ 사장 참 양아치임.정정당당하게 경쟁할려고 안하고 비겁하게 경쟁함,0
maybe,지디까페 사장바뀌고가격이 더 비싸진느낌이고커피는 너무연했어요슬러쉬는 바다와 노을표현했다면서유리컵이나 플라스틱이아닌종이컵에 줬어요....설명을 왜한건지....의문이들었어요종이컵 기본컵보다 조금 더 큰거에 5천원받는데....정말 화가나더라구요.......빵은 그나마 맛있었는데예전 지디까페일때보다 완전 별로인듯해요........,0
정J,8시에 영업종료라는데 7시부터 커피 없고 심지어 시끄럽게 청소중. 직원들 서비스 최악. 위치값 못함. 관리가 전혀 안되는 느낌.어느누구에게도 추천못함.,0
ju heui oh,관리정말안되서 화장실에 쓸수있는칸도 하나뿐이고 손님정리도안되서 어수선함.. 이층계단은 폐쇄되어있고 움직이는 조형물? 되게 유명한작품이라 들은기억이있는데 먼지한가득쌓이고.. 천정은 뭐가문젠지 뜯어놨고 수리도안해놓음ㅎ 그냥 다 엉망진창;;,0
데이지,"상호변경, 예전 모습 없음.",0
김가경,커피 완전 맛없음일행이 시킨 다른 것도 맛없음주변 경치 구경 값이라 생각하면 될듯성수기 유명한 곳이 다 그렇듯 시장바닥 같음재방문 의사는 없음,0
고독한포식가,지디때는 관리가 잘 됐을지 몰라도 너무 흉물스러울정도로 애월카페거리가 많이 죽었네요 . 여기 가려다가 풍화되고 낡고 야자수도 죽어있어서 조금 더걸어서 레이지펌프갔어요.. 어쨌든 여기 애월 카페촌 왜이렇게 변한건가요... 바다는 그래도 예쁩니다! 사람이 많아도...,0
이다넬,가격에 걸맞는 맛과 서비스를 제공했는지 생각해보시길비위생적인 화장실과 정돈되지  않은 야외 테이블기대는 커녕 불쾌감마저...거기까지 간 내 시간과 체력이 넘 아까움,0
jy Song,"붐빌때 가서 그랬겠지만. 서로 사진찍어주느라 정신없는 친구들. 단체 아주머니 손님들. 뛰어다니는 애기들과 엄마아빠들. 커피를 먹은건지 사람을 먹은건지.커피맛은 평범하고 특색있게 시작했을것 같은 인테리어와 외관은 여기저기 마무리가 덜된 구멍들이 너무 많고 알바들은 의자를 지지직 끌며 빗질을 하고 천장이 높아 사람들의 수다는 웅웅 귀를 맴돌고 거기에 bgm은 edm,, 한번 가본걸로 너무 충분했음.주차장이 좁아 2천원짜리 유료주차를 하고도 한 15분만에 나왔음.아, 바다 코앞 정말 좋은 위치에 카페가 있는건 맞음. 주변에 다른 카페들도 뷰는 비슷함.",0
SOYOON CHANG,가격은 비싸고 어수선하고 중국인들이 많아서 좀 많이 시끄러웠습니다. 저 샹드리제와 지디가 소유했었던 카페라서 한번 가본거지 재방문의사는 없습니다.,0
린스네요,"종업원  싸가지가 바가지입니다.  엄연히 서비스업인데, 간단한 질문에도 아주 무성의하고 기분 나쁜 답변이 돌아오더군요.웬만하면 무던히 넘어가는 사람이라고 생각하는 편인데,  주문 취소하고 싶은 충동이 들었습니다.   빵은 맛있더군요 ㅡ,ㅡ;;",0
ej K,"소문과 소음만 무성한 엉성한 잔치집.간헐적 프라이빗 파티에나 적합할 애매하게 힙하고 건물과 공간의 질은 너무 낮은 시끄럽고 어수선한 그냥 관광지.카페라테 ₩6,000 에는 쓸고퀄 홀더값과 자리값이 포함되어있을 듯.전방은 멋진 바다 풍경인데 바로 뒤에는 폐허가 즐비한모습이 이 곳의 양면적 장소성을 잘 설명해주는 것 같다.",0
고수정,몽상드애월..비추지디카페로 유명했다길래 가봤는데 관리안된 느낌의 카페바깥의 해변뷰는 보기좋았으나 주차장 심각들어가는 길은 비좁고 더 심각,0
김승민,"과하게 시끄럽고커피, 케이크도 맛도 없고케이크를 집어먹을 수가 없는형편 없는 나무 포크로 화룡점정",0
김광태,너무 유명하여 가 보았으나 사람들이 너무 많아 바닷가를 바라보며 여유롭게 있을 수 없는 곳입니다.  기념사진 찍으러 가는 곳,0
Jy B,"일단 너무 별로라 두번다시는 안올듯.직원분들은 다 표정이 안좋고 종이컵라떼에 비주얼도 맛도 그닥,화장실에는 파리가 날라다니고 심지어 문도 안닫힘천장에는 물이 새고 아주 총체적 난국기대하고 왔는데 너무 실망함...",0
Qhao,커피 너무 맛없어요 ㅠㅠ 바리스타분 성의없음,0
ㅋㅋ,"별하나도 아까움.애월해변의 뷰 이외는 모두 가성비 최악. 지저분, 직원불친절, 비쌈. GD카페었다는 호기심에 갔는데 시간, 돈이 아까움.  차라리 옆에 있는 카페들이 깨끗하고 직원들도 상냥함. 옇튼 다신 안감. 이번 제주여행의 유일하게 잘못된 선택이였음.",0
Soon Lee,음식은 허술하고 비싼편이고 관리가 안된듯 바닥과 테이블에 먼지가 쌓여 앉아있을 기분이 아니었음 석양이 보기 좋다해서 찾아갔는데 오분도 못 앉아있고 그냥 나왔음,0
Gerrald Chae,"사진 찍기 좋은곳, 커피 마시는 사름보다 중국인 많고 씨끄러움, 공용 주차장인줄 알았는데 어디서 나타나 사유지 침범이라  2000원 두손모아 드림 ㅍㅍ",0
Miyoun Yun,최고 바가지..음료값 너무 비싸고 바다앞인거 빼면 볼게없음,0
Hyewon Jee,완전별로 한라봉쥬스인가 뭔가 시켯는데 8천원인데 맛도 별로고..... 자리도 한참기다려러 앉음 그냥 쓱 보고 나오는거 추천,0
Michelle Lee,소문날만큼 좋은곳은 아닌듯...차값은 어마무시하게 비쌈.카페관리는 엉망...,0
뽀송이,경치는 좋은데...카페는 망삘...주차요금 기본 4000 . 영수증 무료...다시는 안온다,0
원요한,커피가격 9000 원대사람 너무 많고 별로다시가고싶은 생각 없음,0
안개여우,그냥 다른조용한 까페 가는개 더이득주변 사람많고 안에 샹들리에도 사라지고그렇다고 즈문하면 종이컵에 음료 나오는건좀 아닌듯,0
김도형,"GD카페라서 가봤고,GD카페라서 위치 G기주네요GD카페답지않은건 청결함과 친절함과 맛은 없다사먹지말고 그냥 구경하면 될 듯",0
양남권,좋은 자연에 위치해서 사람들이 좋아 하지만 원래 자연 그대로가 좋았다부근이 장사치들로 카페 천국이다,0
정수영,완전쒯 별 한개도아까움. ㄱ길도좁고 말도안되는주차장을 지나가기만하는데도 통행료를 2천원이나 내라는 쓰래기 어이없음.,0
양남권,교통이 골목길 그리고 종업원 친절교육 필요한곳 주차요원은 정말 교육 시켜요 골목길이 자기땅이라 하는넘 아예 담을 싸지 못 다니게,0
금비Geum-bi,바다쪽으로 테이블이 많고 내부가 아주 좁았다내부에서 나오는 노래가 클럽노래 비슷한게 계속 나와서 분위기때문에 머리가 너무 아파서 나왔다재방문 의사 없음,0
Kim리자누나,공사중 영업안함용~~ 주차비달라고해서 슬펐으나 공사로 문닫았던데요~했더니 그냥 가라공~,0
사하라,커피 맛은 조금 없고 조금 비쌀지라도건물 그 자체는 참으로 멋져서사진 찍기에 참 좋다,0
황서후,천장에서비도새서 바닥에 상자투성이에 화장실도 더럽고 내부가 너무허술하고 낡고지저분했어요비와서그런가했는데 외부 테라스의자나모든게 부서져있고 비싼돈주고 더러운곳에있다나와서 후회했어요 인터넷에 그냥 gd카페였던곳이라 와봤는데 너무너무더러움 옆에다른카페가세요,0
KIM KYUNG SOON,왜 붐비고 왜 유명한지 절대 동감 못할 집. 비싸고 평범하고 지디도 이젠 무관하고... 그저 온라인의 허망함만 느끼게 해주는 곳,0
정시영,유명연예인 운영 까페?화장실 부족ㆍ청소  불량2018-10월  갔는데  이제는  시설 확충은 좀 돼 있나요?,0
Hyeyoung Lee,별 1개도 아까움가격 비싸고 맛없고 실내분위기도 별로사람만 너무 많음 밖에 경치만 좋으니 커피마시지말고 밖에서 구경하고 가면될듯,0
김용범,비싼커피먹고 (맛별로)추차비따로 지불해야됌,0
나노레이,명성에 비해 규모가 작다 6천원 내고 테이크아웃 이라니,0
김효선,권지용 소유 카페가 아니랍니다~~위치는 너무 좋지만커피값이 밥값수준...이라녀ㅠㅠㅠ,0
정수진,너무 지저분해요예전이 아니듯 빵도 너무 맛없어요ㅠ,0
요네 진심남,바닷가 보이는거 지디가 운영하는 커피숍이라는거 빼면 특별하지 않음,0
Byungsik Park,7시까지 영업인데 6시 20분부터 손님 쫒아냄종업원들이 손님 위에 있는 엉망의 분위기,0
mammoth,차 끌고 가면 굉장히 좁음별로고 다신 안갈듯,0
SUNPIL KWON,경치좋은 곳에 주차장 주차비때문에 베리고 갑니다.,0
Daye Park,솔직히 카페가 너무  작고 커피맛도 없고 시끄럽고 불친절하고 정신없었던 곳,0
독수독과,제주 카페 중에 맛을 자부하는 집은 어딜까,0
Yu J,여기는 더이상 지디카페가 아니에요 다른분이 인수하셨다고 합니다,0
insert,외간은 녹슬고 가격은 비싸고,0
김준영,외국인들 버글버글 돗데기 시장 같고환경 훼손에 한 몫을 담당하고 있는 곳임.,0
초이,더 이상 지디까페가 아닌  이곳 안가고싶다,0
이현승,말해 머해 ㅋㅋㅋㅋㅋ 당췌.....ㅋㅋㅋㅋ 산책 온리 추천드림 ㅋㅋ,0
kwangbok kim,직원들이 그닥 친절하지 않아요커피도 그닥~~~,0
디딤,사람들이 너무 많아서 자리가 부족~ 가격도 너무 비싸고....,0
여길미정,너무 좁고 그나마 문앞엔 추워서 앉을수도 없어요..,0
tajo3000 Jung,정말 실망!! 더럽고 관리 안되고 불친절하고,0
Subin Kim,사람이 너무 많다. 이것 때문에 애월 일대가 쓰레기장이 된 듯.,0
김.,경치는 좋으나 커피는 맛없음,0
핑챌,경치는 좋으나 찾기가 힘들고 비싸네요,0
박현숙,시커먼 창고속에서 시끄럽게 떠드는 사람들. 마치 도떼기시장같았음,0
추교정,그 옆에 하이엔드가 더 좋음,0
유니콘유니콘,정말 볼거도 없고 가격만 비쌈,0
ys Han,너무 비싸요사람이 너무 많아요,0
서수환,땡 탈락 gd가 판듯ㅡㅡ몽상이란이름도 사용못함,0
Hoon Kim,비싸지만 그렇고 그런 카페.,0
프리커버리,커피는 그닥 가격은 비쌈,0
SangWon Lee,그냥 그런까페  주차가 불편함,0
문Star,지디...카페관리 안하나..,0
김가영,시끄러움. 전혀 제주도스럽지 않은곳,0
송성근,내부끔찍!  바다만 보세용,0
김종구,비추,0
Hosun Cho,기대만큼은 아니었네요...,0
현,비싸고 불친절함,0
이승하,불친절하고또불친절하네요,0
이재희,돗데기시장 느낌.,0
rulermin,맛있는게 없어요,0
Jeju Tours,"너무 상업적이고, 시끄럽다!",0
jw james,솔직히 컨테이너박스인줄,0
박긍정,중국인 드글드글 중국인줄알았어요,0
둥글게둥글게,진짜루 별루 입니다ㅠㅠ,0
Ji Young Lee,왜 유명한지 모를,0
조수현,여기보다 예쁜데 많음,0
GUN YOUNG e,사람만 북적북적 별로임,0
제주인택시,넘사람들이많아서싫어요~~~~~~~~,0
구십이쩜오,2번은 안갈듯,0
SangWook Lee,그냥 그런네요..,0
굴리트,화장실 좁고 더러움,0
노혜은,사람넘많음,0
장수지,너무지저분하고정신없음,0
박일헌,복잡,0
이건,진짜맛없음,0
쩌어기,없음,0
김동현,별로,0
keep learning,흑우들의 성지,0
쩡,ㅎㅎ.. 할 말 엑스,0
닥터,ㅠㅠ,0
Hugh Kim,몽상드창렬,0
박혜리,요트할인권을 준다고 현혹하여 손님을 부르지만 사기였어요 행사기간 끝났다면서~~~,0
삼치,더럽게 비싸고 맛도 없음,0
정효근,공사하고 위생도 별로임,0
저기먼바다의핵펀치,음...그냥...너무비쌈칵테일4잔에6만원ㅋ,0
최준경,해수욕장에서 바가지요금 경험을 원하시면..,0
제주소나이76,캔콜라6천원 ㅎㅎ신라보다 쎄네 ㅋ,0
양혜민,별로 커피값만 뒤지게 비쌉.....,0
신승환,최악 송진가루 다 묻고 가격은 창렬,0
Eunsim Jo,뷰는 좋지만 가격 엄청 비싸고 시끄러움,0
김은실,싫어요 시끄러워요 어린애많아요,0
JH K,비쌈,0
장우창,개판,0
HyungSeop Moon,그닥,0
부성남,돈맛 반짝 반짝,0
굽레옹,개비쌈,0
BOREUM KIM,핵노맛,0
이굿,너무 비싸서 짜증,0
조조유진,가격대비…별…,0
이유주,뷰값치고 넘비쌈,0
김지은,너무 비싸요ㅠ,0
김민자,고음으로방방 틀어논노랫소리,0
돌다리,가격이 비싸요,0
sm y,최악임 서비스 개 불친절,0
B.R. Kim,공사를 하면...잠시 문을 닫던지 아니면 할인을 하던지..2층에선 공사소음에..완전 배짱장사인가요??,0
Hyun Sook Joo,"가격대비 커피 맛은 그저그랬습니다. 창문 및 창가 좌석 바닥의 청소 상태가 매우 좋지 않아서, 뷰가 좋은 카페이지만 거의 뷰는 즐기지 못 했습니다.",0
정쁘니,넘 매장관리안되어있음...대형유명카페인데 이걸로 돈 많이버셨는지 다른 사업 확장을 크게해서 하이엔드마을이 있음. 근데 본 매장은 하이엔드카페인데 카페는 전혀  관리도안되어있을 뿐더러 관광객들에게 팔아 돈을벌려는 목적이라 제주오면상수있는 선물용으로 상업용판매제품만 그득그득 판매하고있음. 카페 화장실에서도 찌린내가 화장실 밖까지 폴폴나고 먼지 청소도 너무 안되어있고 코로나의 사회적 거리두기라는 핑계로 의자가 매장내에서 치워져있는데 보기좋게 널브러져있어 창고인것마냥 그런상태였음. 최악임.,0
Jung won Lee,절대 깔끔하지않아요.빵은 맛있긴한데 내외부 인테리어가 너무 지저분하고 관리가 안되는 느낌입니다.비추,0
Aiden Park,별점 하나도 아까울정도로 더럽고 불친절하고 맛도 없는 카페.... 제발 다른사람 들리뷰 보고 가지마세요,0
현승효,여기 맛이 없는 편은 아니지만...그래도 가격이 너무너무 ㅎㄷㄷ...관광객들이 득실대는곳,0
j k,만원 돈 하는 빵이 포켓몬빵보다 맛이없었다...빵말고 다른거 드세요일부러 다시 가지 않을거 같습니다,0
고진천,본 나이 60대 중반. 우리 나이 때는 권하지 않는다. 젊은 나이에게 권할수 있는 키피 전문점이다. 가는길이 좁고 주치장 시설이 아주 협소하다. 하지만 바닷가 전망은 good,0
Dayoung Jung,너무 더럽습니다. 이렇게 더러운 카페 처음 봤어요. 충격적임,0
이정현,바다 전망은 좋으나 시설물은 많이 낡았고 커피나 다를 음료는 정말 형편없어요,0
예서찡,정신없고 그냥 위치만 좋은 커피숖..핫플이라서 그런지 너무 많은 사람들이 있어서 개인적으론 별로임..더 예쁜 해안가 카페도 많이 있어요.,0
Potato King,내부 인테리어 공사로 매우 시끄러웠음,0
양혜선,더럽고 오래되고 별로임 파라솔도 다안쳐져있어서 밖에 못앉아있음,0
김나연,현재 공사판임. 한라봉 도로에 잼 요만큼임,0
DEV G,가격은 비싸고 맛은 없는것 같아요..,0
Louis B.,"소문난 잔치에 먹을게 없다! 만큼 어울릴 말이 없네요. 한라봉 도르는 '안국 어니언' 의 빵과 비주얼은 같은데 퍽퍽함은 세배, 베이컨 빵은 그냥 동네 빵집수준, 그러나 가격은 4성급 호텔수준. 바다뷰는 제주도 해안소재 카페 평균수준.",0
김영만,경치는 좋습니다 주차장이 부족하구요 앞집 유료주차장은 그길로 지나가지 못하게 막고 재수쫌 없습니다 조심하시구요매장은 사람 많습니다 의자 불편하구요 오늘만 그러는지는 모르겠지만 매장내  화장실냄새가 엄청나더라구요,0
김성관,시설이 노후됨.유아들 놀이터 수준.,0
Daniel Ko,건물 및 내부 마감이 너무 허접하고 음식 음류 퀄리티는 서울 개인 카페 보다 못합니다,0
송송이05,카페가 너무 지저분하고 커피도 맛이 없어요 뷰만 좋아요 사진찍기는 좋아요,0
YOLO Yoloo,하이엔드의 뜻을 잘못 이해한걸까 가격을 고려하지 않고 좋은 서비스와 좋은 퀄리티를 제공받을거라고 기대한 곳인데 그냥 가격만 비싸요 퀄리티는 아이구...,0
Sujung Park,지린내 대박 ㅡㅡ 청소 안하는가봄숨막힘 사람 많은데 공기 순환 안됨길거리 아무 카페도 여기보단 나아요,0
Matthew,뷰 빼고 모두 실망이었다,0
여자김지영,ㅋzzzzz 가격이 자릿세인가봄 실패하기 어려운 젤라또 시켰는데 가루타서 만드는지 진짜 맛없음ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 빵도 최악임 애월카페 다 돌아다니면서 이정도 맛없는건 처음임,0
허철,관리가 안되서 더러워요무슨 휴게소 같은 느낌.사진빨에 속지 마세요.,0
성찬호,지저분함! 커피 등 음료 별로~ 관리 진짜 별로임,0
Minkwon Jeon,지저분하고 별로네요. 두번은 안가고 싶습니다,0
권형민,"가지 마세요. 지저분하고, 지린내 진동. 왜 가는지 모르겠음.",0
횬횬,사진찍기만 좋아요 음식은 너무 맛이없어요,0
최홍준,사람많고 관리안되어 지저분한 느낌,0
김성은,빵 맛 별로구요  사진찍으로 많이들 오더라구요,0
HEEJIN LEE,사람 너무 많고 청결도 완전 별루고 전망만 쵝오,0
현수김,더럽다. 정말 더럽다. 우웩,0
random random,뷰는 좋고맛은 좋지 않았다,0
김경훈,덥고 지저분하고 유리도 더럽고 사진찍기도 그닥임,0
문지훈,커피 빵 완전 엉망 가격만 비싸고 위생도엉망,0
성낙원,1점이 최저네요,0
Thomas Harn,카페 테이블 의자등 엄청 더러움 ㄷㄷㄷ 관리 안하는듯,0
박희정,직원들이 좀 불친절했음 다시 가고 싶은 마음은 안듬,0
이용우,제가 다녀왓던 곳들에 비하면 별로네요,0
어농리규호,뷰는좋으나 디저트 개비쌈,0
박진영,겁나비싸고 주차장도 작아서 힘듬,0
김국희,더럽고 보잡하고 시끄러워요,0
쏜다,지저분함 비싸다,0
달자,불친절... 지저분해요 ㅜㅜ,0
신우서혜,빵값이 밥값이야,0
강연우,주차장 땜시  꽝~~,0
안순홍,빵이겁나맛없는집,0
킴건빵이아빠,별루,0
mc song,별루,0
꼼지락안과쌤,지저분,0
김효정,직원 진짜 불친절하네요문 열지말라고 미간에 주름까지 잡아가며 얘기하고인원 정확하게 얘기하세요. 라니 명령하는 줄.그러면서 메뉴 오더도 잘못받아 음료 잘못나오구요.,0
Rich Y,아 예전에는 호기심 삼아 갔었는데 이젠 상업적으로 변해서 비싼 음식과 불친절로 기분만 상하고 왔네. 알바생들 너무 불친절해.ㅠ. 위생상태도 엉망이고. 매장에 왠파리가 그렇게 많은지. 감귤차 6000원. 시중에서 파는 동서 귤절임차  왕창넣어주고.ㅠ 사진 몇장걸어놓고 지불하기엔 너무 비싸다.,0
김형준,카페에 2인이 들어가서 음료 테이크아웃 한잔 주문 후 잠시 사진 찍고 나가겠다고 얘기하니 원래 2잔 주문해야된다며 얘기하며 어이없다는 식으로 코웃음치는 모습에 황당했네요. 참고로 음료 나올때 대기 시간 포함해서 카페 내부에서 5분도 있지 않았습니다.동행자가 가보고 싶다고 해서 지나는 길에 잠시 들러 사진 찍으러 간건데 음료를 구매 하지 않은 것도 아닌데 손님 접대 자세에 정말 실망했네요.다시는 방문하지 않을 것 같습니다.,0
양양군,음 아이스크림 조그마한 두국자에 7000원  ㅋㅋ 편의점가서 사먹을껄 직원분들 빨대가져가세요 하는데 사람도 안처다보구 등돌리구 말한다 나이도 엄청 어려보이는데 여긴정말 찾아오는 사람들한테 이러면 안되는데 참 별루인곳인듯 지나가다가 집사람 목마르다해서 들어왔는데 돈아깝고 기분더럽고 그런곳..,0
김다정,2019년 1월 기준 알바 불친절식음료의 맛은 평범햇살 들어오는 창가에서 바다를 보는 것만 최고,0
Rim Sooyeon,가격대비 음료가 별로고 영화에 나왔다는 이점말고는 글쎄요... 바다를 바라볼수 있는 까페는 많습니다 화장실 관리도 안되는것 (2층 갔더니 변기가 박혔고 1층갔더니 세면대가 막혀있었음)같고 사람만 많네요,0
김송미,그냥 저냥 추천은 안함.영화 매니아면 몰라도...,0
Yeohyeok Yun (혁돌이),"예전에비해 커피맛없고 사람이와도 오나부다 가도 가나부다함 앞에 전기줄때문에 바다경관을 흐리고 공간이 협소, 화장실도 작음, 주차공간 별로 없음",0
HYEJIN KWON,왜오는지 모르겠음...커피도 분위기도 이정도는 제주도 어딜가나 있는수준. 음악이 시끄러워서 경치감상도 흥이 깨져버림.,0
예루살렘새,커피 맛없음..특히 아메리카노 뷰는좋고 생각보다 카페 작고 안이 좁다,0
홍경숙,주문받는분이 너~~~무 불친절해서 불쾌했어요,0
JIHYUN HONG,커피가 맛없네요..,0
이다해 티비,볼거없음..직원불친절까칠~,0
고성민,아무의미없는 건축한개론.....ㅋ,0
ceokyk,그냥 예전 영화촬영지 정도,0
김지홍,그닥,0
BAEK OPPA,최악의 서비스 마인드,0
ina P,젊은이들에게 어울릴 장소,0
김기영,음료가 개비쌈,0
이창환,한번으로 땡,0
송현정,그닥..자리마다가격있음..직원들..쌀쌀맞음..,0
Henry14 Thierry (simpson14),직원들 엄청 불친절함그냥 병맥 하나 시키고 밖에서 구경하고 사진 찍는게 전부인듯,0
김지민,혹시 반려동물과 같이 방문 고려하신다면절대 가지 마세요 절대,0
Chan Sik Kim,코로나 19 시절에 너무 함.,0
이운영,"먼지도 쌓여있고 엄청비싸요 볼것도 없는데,",0
정윤미,비싸고 불친절함 잘 관리가되지않았음,0
김진기,핫해서자리가없네요,0
하수현,최악의 장소..코로나 무방비.,0
노종희,아주 나빠요..가면 안됨,0
이제좀가시죠,직원들 겁나불친절함,0
여비,별로,0
