id,review,label
부피,"시그니처 흑당 라떼 달달한게 너무 제 스탈이었어요?? 달고나 버블티도 넘 맛있고 대체적으로 가성비가 좋은 거 같음!! 햄치즈 그릴드 샌드위치는 주문 즉시 만들어 주셔서 뜨끈하고 맛있게 먹었어요?? 아마 대연동에서 카공으로 젤 좋은 장소는 이곳이 아닐까 싶네요?? ????장점 1??2층은 대화하기에 최적화, 3층은 집중하기에 최적화 되어 있는 카페로 분리가 되어 있어 아주 좋았음?? 2??한 끼 식사 대용으로 적합한 베이커리류들이 잔뜩 있어 굿?? 3??공간 매우 넓고 쾌적하여 카공하기 젤 좋은 장소??",1
행복사랑건강64,망고요거트는 꼭 드셔보세요! 망고러버들이 좋아할 맛!!! 통통한 토스는 식사대용으로 ok! 2층과 3층이 나뉘어져 있어서 혼자 올땐 스터디 할 수 있는 3층이 좋겠더라구요!! 아이도 토스트 잘 먹고 음료도 잘 먹어서 굿굿!!,1
yoo9077,"제 평일 출근지를 소개합니다.??????? 마이너스 할 것 없이 모든 기분을 갖춘 곳이라서 매일 올 수밖에 없습니다 쾌적하고 편안한 공간, 친절한 사장님과 알바생분들, 넓은 테이블, 편안한 의자. 안 올 이유가 없음 ?????? 1. 학습/업무에 집중하고 싶을 때 - 3층 추천 드려요 2. 쾌적하고 넓은 공간 찾는 분 3. 만남의 장소로도 최고! 무엇보다 커피가 맛있고 디저트도 짱짱?????? 항상 쾌적한 장소 맛있는 커피 감사합니다 번창하세요 사장님????????????",1
크크31,사진 찍기에는 좋은데 빵은 차가워서인지 그냥 쏘쏘..가격은 사악한데 비해 직원들은 무표정에 친절을 기대하긴 힘듭니다~,0
봄밤8336,주말은 정말 아닌듯.. 비싼돈주고 자리는 별로 안좋은곳.. 좋은자리는 기다려도 아예 안나네요 넓은만큼 개방감은 좋지만 울리고 시끄럽고 한번 가볼만하지만 두번은..,0
맛며느리,"대연 셀렉토~~유레카 주차도 되고 공부도 회의도 할수 있는이곳 거기에 음료가격도 착해 2,3층으로 되어 카공족을 위한 좌석과 단체 회의석 1인석 까지 준비된 이곳 스터디 카페 갈 필요없이 음료와 간단한 토스트 먹으며 공부할수있는곳 넘 좋아요",1
sus****,점심으로 먹을만한 토스트와 샌드위치류도 다양하게 있어 너무 좋고 리치에이드라는 특별한 메뉴도 있어 꼭 먹어보고싶게 만드는!! 그린티프라페도 맛있어요ㅜㅜ,1
나는여신님,매장 넓찍해서 수다떨기 좋네요♡♡ 혼카페하기도 눈치안보이고 커피맛도좋고 디저트도 맛나용♡♡,1
let****,스터디카페처럼 공뷰하거나 책읽기에도 좋구 토스트맛집이네여!! 샌드위치랑 토스트 든든한 한끼가 돼고 대학생들 정말 많이 와서 공부하내용 ㅎㅎㅎ 새건물에 엘레베이터도 있어 편하구 매장도 깔끔하구요.????,1
gre****,노트북이랑 공부하러 가기 좋아요. 2층은 카페인데 3층은 카공족을 위한 공간 느낌 낭낭합니다. 그리고 음료수랑 빵도 맛있어요 굿굿,1
ssghwan36,1층 실내에 앉았는데 갑자기 탕탕 소리가 너무 많이나서 보니 직원이 커피찌꺼기를 털어낼때 통에다가 팡팡쳐댑니다. 너무 시끄러워서 쳐다봤더니 같이 노려보더군요. 먼저 여직원이 할때는 시끄럽지 않던데.. 직원중 키가 제일작은 사람이던데 싸우기싫어 그냥 나왔습니다. 나갈때보니 직원들끼리 모여 쳐다보며 수근대더군요. 기본적으로 인성이 안되먹은것 같습니다.시끄러워 다시는 가기 싫습니다. 주인분이 이글 보시면 꼭 시정당부 드리겠습니다.,0
덕핑,헤이든 리뉴얼돼서 좋네요 전에 건물은 별로였는데 옥수수타르트는 밀가루맛도 많이나고 버터크림이 느끼해요,0
gimi004002,매장이 어수선한 느낌,0
AhYeah,타르트가 너무 딱딱해서 치아가 넘 아프네요!,0
풍선489,대신 불친절해요,0
yoo9077,"쾌적, 깔끔, 친절해서 학습하기 적합한 장소입니다. 넓어서 점심시간에 붐벼도 전혀 시끄럽거나 복잡스러운 느낌이 없어요???????? 커피도 맛있고 디저트도 대부분 다 먹어봤는데 JMT ???? 더더욱 번창하셔요>.<",1
kal2521,커피랑 티종류가 많아서 좋았어요~ 토피넛라떼 고구마라떼 완전 꼬소하고 자몽차는 향이 장난아니네요~ㅎㅎ 인절미크로플도 고소하고 쫀득하니 넘 맛있었어요~ 인테리어 감각적이고 분위기도 좋고 맛도 좋아서 조만간 다시 오려구요,1
알뜰한 클로버,커피와 디저트 모두 맛있어서 좋아하는 카페예요?? 디카페인 원두 진짜 맛있으니 꼭 드셔보세요!???? 소금빵도 괜찮고 스콘도 정말 맛있는데 이번에 에그타르트 먹고 완전 반했어요?? 얼렸다가 에어프라이어에 데우면 겉은 바삭하고 속에 꽉찬 크림은 아이스크림 같아요????,1
Fluke,"커피를 마시러 간건 아니고 지나가다가 빵을 사러 갔는데, 응대가 조금 별로라고 생각되네요. 파리바ㄱㅌ나 뚜레ㅈㄹ를 생각하고 포장을 해달라고 한건 아니지만 먹던거 담아가는것도 아니고 기름기있는 빵을 그냥 덩그러니 종이백에 넣어주길래, 그러면 빵종이 바닥이 기름으로 젖지 않겠냐고 기름종이(트레이 빵 담을 때 쓰는거) 깔아주먼 안되냐니 원래 이런데 한답니다. 원래라.. 사회 생활 해보신분들은 알겠지만 “원래 그렇다”는 말 만큼 형편없는 대답이 또 없는거 아실겁니다. 그러려니 하고 넘어갈수도 있겠지만 돈은 빵집 만큼 받으면서 포장은 대충 해주고.. 그런건 아니지요. 대단한 서비스를 바란게 아니라 상식적인걸 요청한것이지요.",0
나초킹,에그타르트 주문했는데 소금빵으로 계산했더라구요 가격이 똑같은 줄 알았더니 소금빵이 600원 더 비싸던데 계산하는데도 사람이 너무 많아 줄서있어서 그냥 먹고 나왔어요 다음부터는 잘 확인해서 계산해주세요,0
겸손정,매장은 너무 더러워요ㅜㅜ 빵가루에 쓰레기 뷰만 좋아요,0
jun****,가격은 있는편이지만 가격만큼 너무 만족스러운 곳이�壕윱求�!' 영도 바닷가를 바라보며 먹으니 최고�馨� 곳곳이 포토존이였어요!! 확트인 오션뷰와 맛있는 브런치와 디저트가 있는 에테르 추천드려요!,1
냠냠먹방,늘 힐링하게되는곳?? 못간새 메뉴들이 엄청 다양해졌네요^^ 사진맛집!!! ㅎㅎ,1
miell,카페 뷰는 좋은데 사람이 너무 많고 정신 없어요. 40분만에 커피 받았다는 리뷰 보고 오래 걸릴거는 알았지만 40분이 넘어도 안 나오네요 ;; 사람 엄청 많은데 커피 담당 직원은 두세분 정도?? 그리고 화장실이 너무 더러워요…어휴.. 진짜 토나올 정도로 더러워서 어떤 손님이 보다못해 이게 어딜봐서 카페냐고 거렁뱅이 화장실보다 더럽다고 그러면서 청소 하시더라구요;; 진짜 술집 화장실보다 더러워요… 직원들 진짜 너무 너무너무 불친절하네요. 주문하고 오래 걸린다는 말도 없고 참 … 저도 서비스직 일해봐서 바빠서 정신 없는건 알지만 카페 체크도 안 하고 참 ㅋㅋㅋ 여튼 두 번 다시 올 생각은 없는데 불친절한 직원들 보면 배짱장사라는 생각만드네요,0
akstjs19,"음료가 너무 늦게 나왔어요. 30분이후라고 했는데, 40분쯤 걸렸어요. 오래 걸리는 거에 비하면 엄청 맛있거나 그런건 아닌거 같아요. 그냥 먹을만한 정도입니다.",0
강제하지마라,무슨 음료가 1시간 이상이 걸려요?,0
peg****,태풍이후 정돈이 잘 안되어있는 느낌이에요 사람너무 많아서 자리찾아 다녀야하고 사람들이 많이 오며가며 하는데 빵이 너무 오픈되어있어서 좀 싫더라고요 음료는 주문후 30분정도걸렸어요,0
한****,사이드 메뉴가 종류가 많고 맛있어요 커피도 맛나고요,1
sona kim,"그냥 어느 브런치, 디저트 가게 일 줄 알았는데, 생각보다 맛있어서 기억에 남아요. 뷰는 역시 바다보여서 예뻤구요! 화장실도 깨끗해서 이용하는 동안 기분 좋았어요??",1
요롤롤리로,"분위기 정말 좋아요. 분위기도 좋고 음료나 디저트도 정말 맛납니다. 즐거운분위기의 즐거운 사람들로 가득차있는것같아요. 조용한곳도 있고, 시끌벅적한 자리도 있어서 골라앉으면 될거같아요. 부산대앞에 이런카페가 있어서 너무만족합니다. 공영주차장비가 아깝지않았어요",1
sinwony48,우왕..진짜 화장실이 넘더러워서 깜놀했어요ㅠ 청소를 잘해야할등,0
미쯔81,40분 걸려서 나온 커피입니다 저는 다시는 안올생각으로 리뷰써요^^ 사람이 많은데 직원수가 적은건지 회전진짜 안되고 반납대에 쓰레기 그득그득.. 종이컵은 왜 두개씩 겹쳐서 쓰는지 이해도안되네요,0
해래삐삐,"사장님 번창하세요 ?????? 여러분 여기 진짜 숨은 맛집입니다 ,, 1층 2층 공간도 널널하두 인테리어도 예쁘고 카공하고 싶으시면 2층에서 집중할 수 있는 존도 있고 이야기할 수 있는 존도 있고 ,, 하루나 커피도 너무 맛있어요 ㅠㅠㅠ 밤 커피인데 당충전 진짜 최고 로투스 크로핀도 공부하다가 욤욤�� 먹으면 얼마나 맛있게요 ?? 진짜 강추합니다 조별과제나 카공, 넓고 분위기 좋은 카페 찾으시면 하루나하세요 꼭 ?????? 사장님 적게 일하시구 많이 버세요,,",1
실버찐,독특한 인테리어로 멀리서부터 한눈에 띄는 부산대 카페에요 : ) 전에도 저녁 감성이 좋아서 늦은 저녁에 방문했었는데 이번에도 저녁에 방문하니 조명이 은은하게 비쳐 업그레이드된 감성 카페를 느낄 수 있었답니다 아이스 초코라떼는 프랑스 발로나 초콜릿을 직접 중탕하여 만든 달콤한 라떼로 위에 크림이 가득 올려져 있어 달달 고소한 맛을 동시에 맛볼 수 있었고 진한 초코의 풍미가 정말 좋았어요 >_< 그리고 시그니처 메뉴인 하루나 커피는 라떼에 핸드메이드 밤 크림을 얹은 커피로 고소한 밤이 씹히고 밤 맛이 커피랑 정말 잘 어우러지더라구요! 하루나는 '유채'의 방언으로 아름다운 우리말이에요 유채꽃의 꽃말은 쾌활. 마음이 시원하게 트이고 음식을 먹고 쉼으로 인해 몸과 마음이 새로운 힘을 얻게 된다는 의미. 하루나 최고?,1
rkddlwoauddhksth,바다뷰 말곤… 기대햇던것 보단 실망,0
평상심9930,복잡해요,0
Neull,마늘바게트 존맛 ?? 분위기 좋고 공부하기에도 좋아서 자주 오게 되는 곳! 에이드도 유채꿀이 들어가서 그런지 맛있어요,1
바나나쉐�瀁�,사람 매우 많음,0
열라면33,시그니처 하루나밀크 맛있어옹! 밤 크림이 달달구리! ㅎㅎㅎ 테린느도 꾸덕하니 맛있어요 분위기가 좋아요 ??,1
윤마C,대형까페인데도 불구하고 청소하는 사람도 없고 화장실 테이블등 전체적으로 지저분함,0
gus****,분위기랑 노래가 너무 좋고 액설런트라떼 존맛이에요 ㅎㅎ 가격도 적당하고 대형카페느낌이라 더 좋은곳 혼자공부할수있는 공간도 있어서 강추,1
참새미,음료를 가지러 계단 올라가야하는게 너무 불편해요 ㅠ 음료는 퀄리티에 비해 비싼거 같아요. 너무 덥고 힘들어서 자리많은데 갔는데 넘 비싸고… 다신 안갈거같아욤,0
하늘색슬리퍼,가게가 너무 이쁘고 사장님도 친절하셔요 너무 맛나요,1
seon3273,솔직히 커피.디저트 모두 가격대비 별롭니다. 가격에 비해 퀄리티 떨어지는다고 말하는게 맞을듯 싶어요.. 단 뷰는 좋아요..탁트인 바다뷰 보시고 싶으면 추천드립니다.. 건물 자체 유리와 인테리어가 아늑하기보단 뷰를 고려해서 확 트여져서 시끌시끌 합니다.. 조용한 공간 원하시면 비추에요..,0
xkrxx,맛있게 먹고 갑니다,1
may****,사람 많아요,0
부산갈매기기,바빠서인지 카운터 불친절해요 빵사고 돈쓰면서 기분나쁘게합니다 소금빵 그닥이에요 시끄러워서 집앞아닌이상 굳이 다시가진않을 빵집거같아요,0
두나수,매장 너무 예뻐요! 그냥 감성카페랑 차원이 다른 인테리어라서 더 좋아요. 푸릇푸릇 자연도 느낄 수 있고 조명도 예쁘구… 이 근방 카페 중에서 제일 마음에 들어요!! 음료도 맛있구 디저트도 최고예용 ㅠㅠ 또 방문할 거예요?? 사장님도 왕 친절!!!!????,1
살찐토끼,공간이 너무 멋지고 아주 친절하셨어요 이층은 스터디카페처럼되있어서 좋았네요 분위기 최고에요,1
HD4547,무화과카르트 별로,0
woo604,빵이 넘 달고 빵 퀄리티에 비해서 넘 비싼거 같습니다,0
맛있당 냠냠,감성+맛+가격 모두 잡은 완벽한 부산대 신상카페인 것 같아요~ 분위기가 너무 좋고 포토존이 예뻐서 자주 갈 것 같아요!,1
유징280,인테리어는 이미 유명해서 듣던대로 너무 좋았어요!! 그리고 무엇보다 하루나커피가 진짜진짜 맛있습니다 ㅠㅠㅠ?? 진짜 찐한 밤향! 아이스크림 바밤바보다 더 진한 맛!!! 밤맛 조아하시면 리얼 강추강추!!,1
까칠 장72,최고최고 근데 사람이 많아요 두번은 안갈듯,0
데굴도톨,음료도 깔끔하고 적당히 달달해서 좋구요 크로핀은 여기서 처음 먹어봤는데 진짜 맛있어요! 안에 초코시럽? 녹은초콜릿?도 듬뿍인데 요게 페레로로쉐 안에있는 초콜릿 맛이랑 똑같아서 더 맛있어요?????? 크로핀 꼭 시켜드세요!,1
냠냠ㅇl,너무 기대가 컷는지 빵 생각보다 쏘쏘 대체로 너무 달다 실내가 울려서 많이 시끄러움 아메리카노는 맛남,0
올리비아3312,시장돗대기같음 주말방문했는데 조용함과는 거리가너무멀음 주차공간도 부족하구 주문시오래기다려야하구 3층까지있어도 다들 자리차리만해서 뺑뺑돌다 구석에서 불편하게 먹다가나옴 소금빵유명하데서 방문했는데 한시간 전마감 이라 포기 한번쯤은 갈만하지만 다시재방문 은 하고싶지않음 조용한커피마실시 평일이나 가야할듯,0
작은별별,"칠암사계 빵이 다 존맛입니다! 특히 구매한 것 중에는 바질 크로칸트 빵이 미쳤어요! 진짜 겉바속촉에 바질향까지,,제가 바질을 좋아해서 그런지 모르겠지만 정말 허버허버 먹었어요!! 아..! 그리고 소금빵은 키호스크?테블릿?으로만 접수가 가능하니..! 빵 나오는 시간을 꼭 확인하시고 미리 번호를 발급받아 대기하시다가 카톡알림이 오면 카운터로가 결제하면됩니당! (2개가 한세트)*2 총4개!씩만 구매가능하니 참고하세여! 맛있게 잘 먹구 갑니당! :)",1
크리크리21,정말 다 좋은데 직원 불친절 하나로 기분 잡침,0
sue5103,뷰도 좋고 3층까지 있어서 자리도 많네요 소금빵 유명해서 줄서서 사먹었네요ㅎㅎ,1
오돌이98,디저트가 맛있어요 종류가 너무 다양해서 좋아요. 커피도 맛있었네요. 또한번 방문하고 싶어요.,1
